 1993  9  1  59.6928
 1993 10  1  59.7588
 1993 11  1  59.8386
 1993 12  1  59.9111
 1994  1  1  59.9845
 1994  2  1  60.0564
 1994  3  1  60.1231
 1994  4  1  60.2042
 1994  5  1  60.2804
 1994  6  1  60.3530
 1994  7  1  60.4012
 1994  8  1  60.4440
 1994  9  1  60.4900
 1994 10  1  60.5578
 1994 11  1  60.6324
 1994 12  1  60.7059
 1995  1  1  60.7853
 1995  2  1  60.8663
 1995  3  1  60.9387
 1995  4  1  61.0277
 1995  5  1  61.1103
 1995  6  1  61.1870
 1995  7  1  61.2454
 1995  8  1  61.2881
 1995  9  1  61.3378
 1995 10  1  61.4036
 1995 11  1  61.4760
 1995 12  1  61.5525
 1996  1  1  61.6287
 1996  2  1  61.6846
 1996  3  1  61.7433
 1996  4  1  61.8132
 1996  5  1  61.8823
 1996  6  1  61.9497
 1996  7  1  61.9969
 1996  8  1  62.0343
 1996  9  1  62.0714
 1996 10  1  62.1202
 1996 11  1  62.1809
 1996 12  1  62.2382
 1997  1  1  62.2950
 1997  2  1  62.3506
 1997  3  1  62.3995
 1997  4  1  62.4754
 1997  5  1  62.5463
 1997  6  1  62.6136
 1997  7  1  62.6571
 1997  8  1  62.6942
 1997  9  1  62.7383
 1997 10  1  62.7926
 1997 11  1  62.8567
 1997 12  1  62.9146
 1998  1  1  62.9659
 1998  2  1  63.0217
 1998  3  1  63.0807
 1998  4  1  63.1462
 1998  5  1  63.2053
 1998  6  1  63.2599
 1998  7  1  63.2844
 1998  8  1  63.2961
 1998  9  1  63.3126
 1998 10  1  63.3422
 1998 11  1  63.3871
 1998 12  1  63.4339
 1999  1  1  63.4673
 1999  2  1  63.4979
 1999  3  1  63.5319
 1999  4  1  63.5679
 1999  5  1  63.6104
 1999  6  1  63.6444
 1999  7  1  63.6642
 1999  8  1  63.6739
 1999  9  1  63.6926
 1999 10  1  63.7147
 1999 11  1  63.7518
 1999 12  1  63.7927
 2000  1  1  63.8285
 2000  2  1  63.8557
 2000  3  1  63.8804
 2000  4  1  63.9075
 2000  5  1  63.9393
 2000  6  1  63.9691
 2000  7  1  63.9799
 2000  8  1  63.9833
 2000  9  1  63.9938
 2000 10  1  64.0093
 2000 11  1  64.0400
 2000 12  1  64.0670
 2001  1  1  64.0908
 2001  2  1  64.1068
 2001  3  1  64.1282
 2001  4  1  64.1584
 2001  5  1  64.1833
 2001  6  1  64.2094
 2001  7  1  64.2117
 2001  8  1  64.2073
 2001  9  1  64.2116
 2001 10  1  64.2223
 2001 11  1  64.2500
 2001 12  1  64.2761
 2002  1  1  64.2998
 2002  2  1  64.3192
 2002  3  1  64.3450
 2002  4  1  64.3735
 2002  5  1  64.3943
 2002  6  1  64.4151
 2002  7  1  64.4132
 2002  8  1  64.4118
 2002  9  1  64.4097
 2002 10  1  64.4168
 2002 11  1  64.4329
 2002 12  1  64.4511
 2003  1  1  64.4734
 2003  2  1  64.4893
 2003  3  1  64.5053
 2003  4  1  64.5269
 2003  5  1  64.5471
 2003  6  1  64.5597
 2003  7  1  64.5512
 2003  8  1  64.5371
 2003  9  1  64.5359
 2003 10  1  64.5415
 2003 11  1  64.5544
 2003 12  1  64.5654
 2004  1  1  64.5736
 2004  2  1  64.5891
 2004  3  1  64.6015
 2004  4  1  64.6176
 2004  5  1  64.6374
 2004  6  1  64.6549
 2004  7  1  64.6530
 2004  8  1  64.6379
 2004  9  1  64.6372
 2004 10  1  64.6400
 2004 11  1  64.6543
 2004 12  1  64.6723
 2005  1  1  64.6876
 2005  2  1  64.7052
 2005  3  1  64.7313
 2005  4  1  64.7575
 2005  5  1  64.7811
 2005  6  1  64.8001
 2005  7  1  64.7995
 2005  8  1  64.7876
 2005  9  1  64.7831
 2005 10  1  64.7921
 2005 11  1  64.8096
 2005 12  1  64.8311
 2006  1  1  64.8452
 2006  2  1  64.8597
 2006  3  1  64.8850
 2006  4  1  64.9175
 2006  5  1  64.9480
 2006  6  1  64.9794
 2006  7  1  64.9895
 2006  8  1  65.0028
 2006  9  1  65.0138
 2006 10  1  65.0371
 2006 11  1  65.0773
 2006 12  1  65.1122
 2007  1  1  65.1464
 2007  2  1  65.1833
 2007  3  1  65.2145
 2007  4  1  65.2494
 2007  5  1  65.2921
 2007  6  1  65.3279
 2007  7  1  65.3413
 2007  8  1  65.3452
 2007  9  1  65.3496
 2007 10  1  65.3711
 2007 11  1  65.3972
 2007 12  1  65.4296
 2008  1  1  65.4573
 2008  2  1  65.4868
 2008  3  1  65.5152
 2008  4  1  65.5450
 2008  5  1  65.5781
 2008  6  1  65.6127
 2008  7  1  65.6287
 2008  8  1  65.6370
 2008  9  1  65.6493
 2008 10  1  65.6760
 2008 11  1  65.7097
 2008 12  1  65.7461
 2009  1  1  65.7768
 2009  2  1  65.8025
 2009  3  1  65.8237
 2009  4  1  65.8595
 2009  5  1  65.8973
 2009  6  1  65.9323
 2009  7  1  65.9509
 2009  8  1  65.9534
 2009  9  1  65.9628
 2009 10  1  65.9839
 2009 11  1  66.0147
 2009 12  1  66.0420
 2010  1  1  66.0699
 2010  2  1  66.0961
 2010  3  1  66.1310
 2010  4  1  66.1683
 2010  5  1  66.2072
 2010  6  1  66.2356
 2010  7  1  66.2409
 2010  8  1  66.2335
 2010  9  1  66.2349
 2010 10  1  66.2441
 2010 11  1  66.2751
 2010 12  1  66.3054
 2011  1  1  66.3246
 2011  2  1  66.3406
 2011  3  1  66.3624
 2011  4  1  66.3957
 2011  5  1  66.4289
 2011  6  1  66.4619
 2011  7  1  66.4749
 2011  8  1  66.4751
 2011  9  1  66.4829
 2011 10  1  66.5056
 2011 11  1  66.5383
 2011 12  1  66.5706
 2012  1  1  66.6030
 2012  2  1  66.6340
 2012  3  1  66.6569
 2012  4  1  66.6925
 2012  5  1  66.7289
 2012  6  1  66.7579
 2012  7  1  66.7708
 2012  8  1  66.7740
 2012  9  1  66.7846
 2012 10  1  66.8103
 2012 11  1  66.8400
 2012 12  1  66.8779
 2013  1  1  66.9069
 2013  2  1  66.9443
 2013  3  1  66.9762
 2013  4  1  67.0258
 2013  5  1  67.0716
 2013  6  1  67.1100
 2013  7  1  67.1266
 2013  8  1  67.1331
 2013  9  1  67.1458
 2013 10  1  67.1717
 2013 11  1  67.2091
 2013 12  1  67.2460
 2014  1  1  67.2810
 2014  2  1  67.3136
 2014  3  1  67.3457
 2014  4  1  67.3890
 2014  5  1  67.4318
 2014  6  1  67.4666
 2014  7  1  67.4858
 2014  8  1  67.4989
 2014  9  1  67.5111
 2014 10  1  67.5353
 2014 11  1  67.5711
 2014 12  1  67.6070
 2015  1  1  67.6439
 2015  2  1  67.6765
 2015  3  1  67.7117
 2015  4  1  67.7591
 2015  5  1  67.8012
 2015  6  1  67.8402
 2015  7  1  67.8606
 2015  8  1  67.8822
 2015  9  1  67.9120
 2015 10  1  67.9546
 2015 11  1  68.0055
 2015 12  1  68.0514
 2016  1  1  68.1024
 2016  2  1  68.1577
 2016  3  1  68.2044
 2016  4  1  68.2664
 2016  5  1  68.3188
 2016  6  1  68.3704
 2016  7  1  68.3964
 2016  8  1  68.4094
 2016  9  1  68.4305
 2016 10  1  68.4630
 2016 11  1  68.5078
 2016 12  1  68.5537
 2017  1  1  68.5927
 2017  2  1  68.6298
 2017  3  1  68.6671
 2017  4  1  68.7135
 2017  5  1  68.7623
 2017  6  1  68.8033
 2017  7  1  68.8245
 2017  8  1  68.8373
 2017  9  1  68.8477
 2017 10  1  68.8689
 2017 11  1  68.9006
 2017 12  1  68.9355
 2018  1  1  68.9676
 2018  2  1  68.9875
 2018  3  1  69.0176
 2018  4  1  69.0499
 2018  5  1  69.0823
 2018  6  1  69.1070
 2018  7  1  69.1134
 2018  8  1  69.1142
 2018  9  1  69.1207
 2018 10  1  69.1356
 2018 11  1  69.1646
 2018 12  1  69.1964
 2019  1  1  69.2202
 2019  2  1  69.2452
 2019  3  1  69.2733
 2019  4  1  69.3032
 2019  5  1  69.3326
 2019  6  1  69.3540
 2019  7  1  69.3582
 2019  8  1  69.3442
 2019  9  1  69.3376
